id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8g-LCGnVSIA,Geri Brandon,1 year ago,1534946570803,"They knew no one would look for him At Sea . A kidney transplant, nose job, clean shaven , and a hair cut. He could be living next door to any one of us.",6
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8gKNN1zZj3U,Aaron Scott,1 year ago,1534946570806,Or maybe just maybe the SEALS committed a warcrime and mutilated a corpse of a enemy and to protect their elite unit they threw the mush that use to be Bin Laden in ocean. And classified the pics as top secret cause if they ever leaked it would be ultimate recruitment tool for radicals since it shows how brutally savage killers Americans are.,2
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8gT-HzVNmGz,Zep,1 year ago,1534946570808,Yeah i have seen him making food blogs 😂,2
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8gfSIwlCG5L,Robina powng ngi mro nongnau,1 year ago,1534946570811,Muhammad Abdullah right,2
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8gqDWKJJMFJ,Ezrixs,1 year ago,1534946570814,Muhammad Abdullah Then where do you think he's hiding ? Is he afraid to even attack any country now ?,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8hHiw6tOs2X,Jose Diaz,1 year ago,1534946570816,Elixx He's hiding in my apartment,2
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8hRSwH7ytaN,Roger Diogo,1 year ago,1534946570819,"More exactly, under your bed...",0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8hRT16elpMH,Roger Diogo,1 year ago,1534946571388,"If it´s fake, why did the guy that rat out Bin Laden, was arrested, and is sitting in jail in Pakistan???",1
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8hRTDRbs0Qe,Jose Diaz,1 year ago,1534946571389,Roger Diogo Holy shit lemme check,2
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8ikZFfwNWPn,Crystal_ANImefART,1 year ago,1534946571392,They dumped it in the ocean,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8jDZyJ84OC5,amani custor,1 year ago,1534946571394,Muhammad Abdullah,1
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8jD_09yWsrQ,amani custor,1 year ago,1534946571396,bitch,1
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8jdoFRdmiSF,Taimur Sting,1 year ago,1534946571399,Amani custor you son of a bitch,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8jfVfmn9dHU,DemonicMonkey88,1 year ago,1534946571402,More like fools trying to convince the whole world that their not fools.,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8jphFb3zQmf,Queen jojo,1 year ago,1534946571404,Abdul Wahabu Harouna Andama.  If it's fake story where is him now? He never die yet??? Answer me,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8k2FknV2ME-,Marvelously Mel Rose,1 year ago,1534946571407,Muhammad Abdullah just out of curiosity are you a Trump suporrter. Just asking because there are alot of FAKES on everything. Lok,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8k5wk8S-1Bk,Otit Melendezy,1 year ago,1534946571408,Muhammad Abdullah lol white Lies,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8kFjzAjzWkx,Salum Hilal,1 year ago,1534946571410,Muhammad Abdullah These American are fool and they just fool themselves no body else....M.F Americans,2
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8kb731yKB3j,Swarup Biswas,11 months ago,1537624971412,Abe busterd oh margya... Mus..,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8keYLtoQSJ1,ashish singh,11 months ago,1537624971413,You are fool,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8keYriOcjJD,Salum Hilal,11 months ago,1537624971414,ashish singh why fool? Because of truth??,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8kfEn21Q7Z0,Honest With Pakistan,11 months ago,1537624971416,@Jose Diaz might be possible ...he is still in america and making another plan to attack lol...He was just a fake one.,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8klkswLjvZX,Babylauncher3000,11 months ago,1537624971417,His family confirmed that he died...,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8lFx6Jl52Pk,Dark Tea,11 months ago,1537624971419,In the ocean,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8lGyuAn1B-0,Amanda Holleran,11 months ago,1537624971420,They dumped his dead body in the ocean,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8lLQzrwN1lK,John James,11 months ago,1537624971422,"Actually, the body was buried at sea where no one can collect DNA and prove it wasn't him",0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8lOFJjPEEDP,Ҝ乇ᐯ丨几 On-eBay :/,11 months ago,1537624971423,Its Aaron Ramzy who kill binladen,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8l_TlZFloP2,Venom,10 months ago,1540216971425,@Burhan Wani Don't remember the date when the Navy SEALS came to be but A. Nobody expected 9/11 B. Not much we could do once it was underway.,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8lvT_33SRgB,slackin gaming,10 months ago,1540216971427,@Burhan Wani they were in Pakistan probably protecting your ungrateful ass,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8m1buFyFbwT,S_ Dmystic,10 months ago,1540216971428,"If its fake where is Osama???

If u think tht Osama will sit silent hearing about his fake death.. u r wrong ..",0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8mOQQ_RY40k,Mosart,10 months ago,1540216971430,They threw his body into the middle of the atlantic ocean,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8mWA1LB-DZA,bigbaddawg101,10 months ago,1540216971432,Why don't you go swim down to the bottom of the ocean to see if his body is there and prove us all wrong?,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8mY18tJLsyQ,Dr Gonzo,10 months ago,1540216971433,@Crystal_ANImefART   Do you really believe that ?,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8mdePL4BPnN,PVNCHO s14,10 months ago,1540216971435,Just take your L and move on.,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8mnknp6EJYv,Andrew Huch,9 months ago,1542895371436,are you retarded,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8nCOOJzZXqO,Bearman Mike Hanley,9 months ago,1542895371438,"The SEALS gave that smelly piece of shit an express brain enema 
Courtesy of the USA",0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8nnyE8QwBdN,Alex davidson,9 months ago,1542895371439,Mujammad Abdullah then where is Osama?  For very long time No video of osama has been release 😂😂,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8nwcTtMPRYJ,wyson mpatama,9 months ago,1542895371441,Muhammad Abdullah  yesterday where is body big lie,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8o-ZoWbAF08,SUJIT KUMAR,8 months ago,1545487371442,I think u ll be secret son of Osama,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8oHI9D_nGtq,NURFAIZAH MUHIMIN,8 months ago,1545487371444,was everything need to be exposed??,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8olCPASVdGF,zMatsku VWI,8 months ago,1545487371445,Are you a terrorist?,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8p4o_1fSOFs,Daniyal Ali,8 months ago,1545487371459,He still alive maybe,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8p84BenrTik,Halo,8 months ago,1545487371461,fucking idiot yeah like there going to release it to the public oh and everyone who is believing him LOOK AT HIS NAME LOL,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8pOxq7J1A8X,blacksunshine1661,7 months ago,1548165771463,Muhammad Abdullah ... he is alive in your wicked heart ...,0
,,,,,,,,Ugz30Fx1iK65fE-BGaB4AaABAg.8fY6vhMFpib8rqeHfZzfpr,Zachary Bell,5 months ago,1553263371466,"He’s dead, trust me, I know someone who was there",0
UgwSQWxbNWTNVrpqnNV4AaABAg,BUZ SALMON,1 year ago,1534946570310,What a bunch of garbage!,0,false,0,,,,,,
UgyWHmuwGkUSEYcBCmx4AaABAg,Cool Vasu,1 year ago,1534946570312,"My Request is , You can add Subtitles to all your Videos Sir ..",1,false,0,,,,,,
UgzV_2exVoIrRR5woy94AaABAg,Youssouf Xix,1 year ago,1534946570314,"osama was not killed by anyone if so it was to convince the public opinion about osama arrest as promissed in 2009 by obama, thus a fictitious figure since 9/11. no one can blindfold the world again!",5,true,2,,,,,,
,,,,,,,,UgzV_2exVoIrRR5woy94AaABAg.8fRuYzb4Z8b8gsy_xF7Sk2,Chris Koutsokostas,1 year ago,1534946570659,Youssouf Xix I,0
,,,,,,,,UgzV_2exVoIrRR5woy94AaABAg.8fRuYzb4Z8b8kbQIMJbqzt,NaeNae Montana,11 months ago,1537624970661,"Obama, Osama. All the same",0
Ugx7WaAe1sH0PZUp4Zh4AaABAg,Skyline,1 year ago,1534946570316,"bush did 9/11 at first i thought it was like a joke, but its true, BUSH DID 911!",0,false,0,,,,,,
UgzPzSZonJno6VJ7BUh4AaABAg,important for us,1 year ago,1534946570318,False news!we don't believe! it's not possible!USA is just making drama,0,false,0,,,,,,
Ugymqk9i4aW4N0SAB-54AaABAg,lil fat vlogs lil fat vlogs,1 year ago,1534946570320,Fake,0,false,0,,,,,,
UgxHgm-T5LSRDuHVKvd4AaABAg,Sardouna Ahmadou,1 year ago,1534946570323,02guedal,0,true,7,,,,,,
,,,,,,,,UgxHgm-T5LSRDuHVKvd4AaABAg.8fNXWMzUftZ8fNXb1_H_-o,Sardouna Ahmadou,1 year ago,1534946570603,02guedal,0
,,,,,,,,UgxHgm-T5LSRDuHVKvd4AaABAg.8fNXWMzUftZ8fNXiFeKCCV,Sardouna Ahmadou,1 year ago,1534946570604,Nas\,0
,,,,,,,,UgxHgm-T5LSRDuHVKvd4AaABAg.8fNXWMzUftZ8fNXll0awvN,Sardouna Ahmadou,1 year ago,1534946570606,B,0
,,,,,,,,UgxHgm-T5LSRDuHVKvd4AaABAg.8fNXWMzUftZ8fNXrdvGljn,Sardouna Ahmadou,1 year ago,1534946570607,Nasarastudio,0
,,,,,,,,UgxHgm-T5LSRDuHVKvd4AaABAg.8fNXWMzUftZ8fNY1-x0fMX,Sardouna Ahmadou,1 year ago,1534946570608,02guedalnasarastudio,0
,,,,,,,,UgxHgm-T5LSRDuHVKvd4AaABAg.8fNXWMzUftZ8fNYNYWTbx8,Sardouna Ahmadou,1 year ago,1534946570610,05serh,0
,,,,,,,,UgxHgm-T5LSRDuHVKvd4AaABAg.8fNXWMzUftZ8fNYRdxgcXF,Sardouna Ahmadou,1 year ago,1534946570611,05segal,0
UgzhdEPAGGYRfedyGjd4AaABAg,ROBH8U,1 year ago,1534946570326,"Who said he was dead ? Odumbo says it all, no body no proof no evidence as far as I'm  concerned!",0,false,0,,,,,,
UgwqBSFqqLk2JRG2RWp4AaABAg,w4fjhDU514I1,1 year ago,1534946572753,"You have to be so gullible to believe that Osama Bin Laden had anything to do with 9/11 or even existed. It's so lazy and not even a good story. Honestly, it would been more convincing if the US government told us that the Galactic Empire destroyed the World Trade Centers using the Death Star.",0,false,0,,,,,,
UgxH8rXn_7VBv8BgIoR4AaABAg,jeniffer pimentel,1 year ago,1534946572755,well he need to die becuse what he did i think hes in hell,0,false,0,,,,,,
UgzA_eMF2kdTuFCyNYJ4AaABAg,Amy Bork,1 year ago,1534946572757,Nobody. The seal team was killed in a helicopter crash to silence them,0,true,1,,,,,,
,,,,,,,,UgzA_eMF2kdTuFCyNYJ4AaABAg.8fH1eqRPcBX8gKQ63MQe3t,Aaron Scott,1 year ago,1534946573072,No they weren't DEVGRU is broken into 7 squadrons just like Delta Force and Red Squadron are the ones that killed Bin Laden. While Gold Squadron died in the chinook crash while on their way to support Army Rangers that got ambushed. But when they release DEVGRU info the whole squadron thing is technically classified so they don't put that in news so people just assumed it was the same guys it wasn't.  With exception of 2 or 3 I don't remember that died in a shootout in Africa all the guys from Bin Laden raid are alive.,0
UgzHIxycKXylvoeF-r54AaABAg,God of Destruction Beerus,1 year ago,1534946572760,This is why seal team six is so popular. I've heard,0,false,0,,,,,,
UgxJ7Lq7K3ImQo6gV4F4AaABAg,Simo Syysjoki,1 year ago,1534946572762,Osama Bin Laden died of a kidney failure way before 2011,0,false,0,,,,,,
UgzYtLjbr6WVYpDZLjx4AaABAg,Colter 1357,1 year ago,1534946572763,If it was in conjunction with Pakistan why did they scramble jets to attack the US intruders?,0,false,0,,,,,,
UgyezH3A8QKeuia1_it4AaABAg,Nur shiekh,1 year ago,1534946572765,This is false,0,false,0,,,,,,
Ugw9DY9TgtF8Tw5oZqp4AaABAg,Shankarnayak Shankar,1 year ago,1534946572767,Mar Gaya sala,0,false,0,,,,,,
Ugy6bvzD1SGF-e9xjb54AaABAg,Crazy Kayo,1 year ago,1534946572769,It wasn’t 20 minutes it was over 40 minutes for the raid to end.,0,false,0,,,,,,
Ugy1ZqxRrFVsbCp2z-R4AaABAg,Ahmad zai jalal khan,1 year ago,1534946572771,amrican going to lose his super power self in Afghanistan like Russia Lose his super power self inAfghanistan,0,false,0,,,,,,
UgzyiiytGjC9RGk4vpR4AaABAg,Ahmad zai jalal khan,1 year ago,1534946572772,fake fake news Osama bin Laden was died because he was sick and he is died in Iran not in Pakistan amircan not killed him they are lie we killed Osama bin Laden shame on you cia you are every propaganda is fake you loss war in Afghanistan that s why you are doing this propaganda,0,false,0,,,,,,
UgwD9Pv9GzjL0-W6jth4AaABAg,Apple Gamer,1 year ago,1534946572774,Da3ash is still alive,0,false,0,,,,,,
UgwRwfCdOVzGjQlAoLl4AaABAg,Hassan Ali,1 year ago,1534946572786,This all is politics he is not dead it's not easy to kill that bullshit,0,false,0,,,,,,
UgwvIohvMG94FZX3ITB4AaABAg,Sir. Boaz Mutatay,1 year ago,1534946572788,The Bin laden story was Obama’s ticket for his second term. It’s exactly what got him elected.,90,true,7,,,,,,
,,,,,,,,UgwvIohvMG94FZX3ITB4AaABAg.8ey-1fSS4_T8fbZBobShBx,Youssouf Xix,1 year ago,1534946573113,lov uar analysis- brief and straight foward,0
,,,,,,,,UgwvIohvMG94FZX3ITB4AaABAg.8ey-1fSS4_T8fcmFerqOJ5,Abdul Wahabu Harouna Andama,1 year ago,1534946573114,Sir. Boaz Mutatay yes dats da reason,0
,,,,,,,,UgwvIohvMG94FZX3ITB4AaABAg.8ey-1fSS4_T8fcmUA2_Iv5,Abdul Wahabu Harouna Andama,1 year ago,1534946573115,Sir. Boaz Mutatay it's all about politics,0
,,,,,,,,UgwvIohvMG94FZX3ITB4AaABAg.8ey-1fSS4_T8htYOscUDBb,Sandra Singh,1 year ago,1534946573117,Sir. Boaz Mutatay SOOOO TRUEEEEE,0
,,,,,,,,UgwvIohvMG94FZX3ITB4AaABAg.8ey-1fSS4_T8jBsp8iMPnq,Thomas Busse,1 year ago,1534946573118,"The US Navy is what got him elected - they're the only ones who count. They sabotaged Romney's get out the vote database computers. They've been doing it for years. In 1992, they recruited Perot because the Merchant marine was pissed about the Fleet Ready Reserve, and in 1980 they threw Eagle Claw and hired Prentis Cobb (an old ONI commander) to fix the Computer Elections Systems tally computers, which he owned. 1976, they took Carter on because he was one of them and they had to settle for a democrat under the circumstances. Carter probably saved Ted Kennedy's life in 1980 by staying in the race.",0
,,,,,,,,UgwvIohvMG94FZX3ITB4AaABAg.8ey-1fSS4_T8p1GFtMqEL8,The Truth,8 months ago,1545487373119,How? I don't get it,0
,,,,,,,,UgwvIohvMG94FZX3ITB4AaABAg.8ey-1fSS4_T8rwOZo_JmUs,whatthe,5 months ago,1553263373120,Just like the Bin Ladins video was for Bush's second term.,0
Ugy0xSeibH8xE2v_hvd4AaABAg,Ma. F,1 year ago,1534946572790,why did they kill him that the question we should ask coz no planes crushed and we have the real video of what happened and the cia fake video,0,false,0,,,,,,
UgyLNc2TajaoX51_X614AaABAg,Mutual Prayer. TV,1 year ago,1534946572792,The death of Osama bin Laden is still a Hollywood movie.😁😁,0,false,0,,,,,,
Ugz0W7TIzxKaQto_V2J4AaABAg,Abu Abu,1 year ago,1534946572794,OSMA BIN LADEN IS ALIVE,0,false,0,,,,,,
UgwkJhrz0lDEvZ5Rsvd4AaABAg,Armon Lemmer,1 year ago,1534946572796,I will be the future Osama Bin Laden starting now salute....,0,false,0,,,,,,
UgzVInsEhSC6p4SZAZ14AaABAg,Harsha Adivi,1 year ago,1534946572798,"Who said he's dead ?,he is still alive as per Edward Snow Den's proofs.",0,false,0,,,,,,
UgxFyPNzd12RhVeEjBx4AaABAg,Wiilka Reer Cigalle TV,1 year ago,1534946572800,Osama Bin laden he’s my man  LEGENDARY,0,false,0,,,,,,
UgzqlV_URp4mBzar1Kl4AaABAg,Ali Ahmadi,1 year ago,1534946574014,no body 😂😂😂,0,false,0,,,,,,
UgzS8LwYavP854VTx0l4AaABAg,Robert Lloyd,1 year ago,1534946574016,no one his still alive  just another cover up and lies,0,false,0,,,,,,
UgxKoWAp0ZeBag18Ffx4AaABAg,quraan kaream,1 year ago,1534946574017,ilove usama bildin,0,false,0,,,,,,
UgzjfG3i5o5vz6Ps-MV4AaABAg,Richard Wright,1 year ago,1534946574019,"Bush senior and son are good friends. Whilstv the twin towers were falling and the fact that there was not one passenger plane in the air in the whole of the United States........except one.......
With bin laden”s relatives onboard. They blamed bin laden,  but they  didn’t kill him.",0,false,0,,,,,,
UgxhJW8344hCKxs-ffl4AaABAg,Bullofthewoods Bodacious,1 year ago,1534946574021,Is he still dead??? #stilldead,0,false,0,,,,,,
UgwJdcaNfTQubx0K8iN4AaABAg,politerself Flamingo Stalker finder!,1 year ago,1534946574023,osama must deserves to die because he (Terroristing),0,false,0,,,,,,
Ugz3ZXaHr_KICsa76iJ4AaABAg,TRIBAL DANCE TV,1 year ago,1534946574025,How about who really  killed president  Kennedy,0,false,0,,,,,,
UgybS7tWD7gK2h13kw54AaABAg,Ali Bhatti,1 year ago,1534946574027,Always stay away from America .,0,false,0,,,,,,
Ugx7atok8twwWNJ4XKN4AaABAg,Luke Morse,1 year ago,1534946574029,Who give a fuck he's dead,0,false,0,,,,,,
UgwURaW5rPUZF7th9Fd4AaABAg,Umer S.,1 year ago,1534946574031,"American Special Forces are not capable of doing that operation, fucking liar, Truth is they all afraid of 1 man, 1 Man Army, Salute you Osama bin laden",1,true,2,,,,,,
,,,,,,,,UgwURaW5rPUZF7th9Fd4AaABAg.8eeswfG8nXH8gKQRC87XxG,Aaron Scott,1 year ago,1534946574318,LMAO if you don't think Navy SEALS couldn't pull off that raid you are a f**king moron and just letting your hate for America blind you. Even haters gotta admit America got some of the best trained killers in the world DEVGRU and DELTA are probably the best in world with exception of British SAS,0
,,,,,,,,UgwURaW5rPUZF7th9Fd4AaABAg.8eeswfG8nXH8gLVO1fZbTz,Umer S.,1 year ago,1534946574320,"your own perception lol, give proof of Osama bin laden death, you have any proof? even i can do operation in the dark night and make video of that i kill the President Trump, is that true? lol",0
Ugwepx8MlXNkICSAUKp4AaABAg,shawross262,1 year ago,1534946574034,Who invented Bin Laden is the real question.,0,false,0,,,,,,
UgyON1-vgvyF3uk-Vdx4AaABAg,Albert Einstein,1 year ago,1534946574044,its was the victory of great ISI,0,false,0,,,,,,
UgyTlSuwTrvbA1sQ6H14AaABAg,sleepy _zombie,1 year ago,1534946574047,"who really killed Osama bin Laden..?? 
❤❤❤❤❤
❤❤❤❤
❤❤❤
❤❤
❤
the answers ::👉PHOTOSHOP👈",1,false,0,,,,,,
Ugyl7Z0taMm-oLx3mh94AaABAg,Eveycommunityever B,1 year ago,1534946574049,does this really matter lets just be happy he is dead,0,false,0,,,,,,
UgxRBR-fMmlj6hosn-R4AaABAg,Piano Man42,1 year ago,1534946574052,Yo' Mamma shot Bin Laden.  Praise for her.  She was caught in Jungle Boots and fatigues and with an M-16.  She is the baddest chick alive.,0,false,0,,,,,,
Ugwto4hvHUWaj5yoXON4AaABAg,hussain nazif,1 year ago,1534946574054,fucking bush and sme Americans just do shit lyk blowing up own building to get a reason to blame smeone and kill them lyk bin laden he knew wat bush did so bush wz only after him. Osama wz sent by America create war the country.,0,false,0,,,,,,
UgwgrUPhbQ3Q0zCUn6F4AaABAg,12345sincara,1 year ago,1534946574057,Osama is now in Hell.,0,false,0,,,,,,
Ugx1nXiS-2ejpG_HAu54AaABAg,Peace Shaheed,1 year ago,1534946574058,White lies and bs 😎,0,false,0,,,,,,
UgwA2k4kIGj3kSS-Y5N4AaABAg,Mikail Baysan,1 year ago,1534946574060,America is the biggest terrorist... when Bush was president it was al-qaida... but al-qaida was destroyed by bush. When barrack obama Become as president what happend? Daesh- isis begin like terrorist... all this happen beacuse fucking america want Gold money and oil from middle east countries (sorry for my bad English but i dont care) so who is the biggest terrorist? AMERICA IS THE BIGGEST TERRORIST!,0,false,0,,,,,,
UgzcQcpgY2c5a2CJx5R4AaABAg,maihan shadman,1 year ago,1534946574062,Its an sick inside job to give muslims a bad name so the dumbasses being a racist OR Bin laden is lockedup in secret prison and giving secret information,0,false,0,,,,,,
UgyRqsbVbLAzaA5QzKJ4AaABAg,Ehtesham Ali,1 year ago,1534946575133,In simple event in world is captured and its pics are released but it was not simple story described by Obama fake fak... Give the proof not make a story and a fake climing .It was an idea made by  Bush for making fool people and getting govt.....,0,false,0,,,,,,
UgxI_4s3lh0o2MJjmlZ4AaABAg,Bob1 Bb786,1 year ago,1534946575134,Totally fake story mother’s fucker American 🖕,0,false,0,,,,,,
Ugz8gBb4dAK8wQWH4b54AaABAg,Robert Drake,1 year ago,1534946575136,How did he disintegrate building seven ?,0,false,0,,,,,,
Ugwo0hBX7yyyms5DM9h4AaABAg,Brad Miller,1 year ago,1534946575138,I don't care who killed him as long as he is dead,0,false,0,,,,,,
Ugx0bFmZL0Xcihvri6J4AaABAg,IXm2unvrz,1 year ago,1534946575140,"If it's not the US, then probably either John Wick or Section 20 did it",0,false,0,,,,,,
UgwXgMdOfD8aMqKXKD54AaABAg,Conspiracy Theorist,1 year ago,1534946575141,21 soldiers went to kill one man who was watching tv as reporters say lol wtf? how is that a brave move. ik he deserved to die but killing one man won't end anything,0,false,0,,,,,,
UgyU3P5cdxymw5xgjIR4AaABAg,Jackninja5,1 year ago,1534946575143,Obama killed him. Old joke I know but still funny and more than Trump ever will.,0,false,0,,,,,,
UgzThEe7RdutLvvVA714AaABAg,Leigh Foulkes,1 year ago,1534946575154,"What about the allegations that a Egyptian news paper, in either 2001 or 2002, said that Bin Laden died of kidney failure? Not saying it is true but stating they should release photographic evidence that they killed the guy and maybe show how violent a gun shot to the head really is.",0,false,0,,,,,,
UgzFBFlAu0GR0wEAKIx4AaABAg,Fweed,1 year ago,1534946575156,me,0,false,0,,,,,,
UgyFO_oDRtcv8mP319R4AaABAg,George Alexander,1 year ago,1534946575157,Wing nuts...,0,false,0,,,,,,
Ugw0QTmPwTExYCUvHMN4AaABAg,ALEX GERSON,1 year ago,1534946575159,you have to update your vision,0,false,0,,,,,,
Ugzb1eVJAJ1gUBEH5oN4AaABAg,Efream Ghebrezghabiher,1 year ago,1534946575161,05042.Efream Fessahaye Ghebrezghabiher.Dontot forget you say inside and out side.Walk on solid.See you.,0,false,0,,,,,,
UgxyonYz6mmZG_UBHFR4AaABAg,OpulentOliver,1 year ago,1534946575163,May 2 is my birthday,0,false,0,,,,,,
Ugy-E-kqHtO55dnGrWB4AaABAg,Officer 1A-47,1 year ago,1534946575164,He was stabbed,0,false,0,,,,,,
UgxegJtz5wrM1DcZ0c94AaABAg,TREVOR THE FILTHY RAT,1 year ago,1534946575166,Hay it's the throw rocks at your own shadow channel,0,false,0,,,,,,
Ugw4IPUhZPsFsRnIWM14AaABAg,paul hutchins,1 year ago,1534946575168,He's still alive.,0,false,0,,,,,,
UgyzvKQQNMj4kNevliB4AaABAg,6ix9ine,1 year ago,1534946575169,GOD BLESS WHO EVER KILLED OSAMA ❤️,1,false,0,,,,,,
UgwWWXlJKNY6ugtJdjB4AaABAg,VILHO NASINI,1 year ago,1534946575171,he was found alive along the sea in Namibia,0,false,0,,,,,,
UgztsKma2F6ID-1VqpV4AaABAg,Rob Rosen,1 year ago,1534946575173,obama was and still is on Bin Laden's payroll.,0,false,0,,,,,,
Ugz94mV_LuKzNroNl894AaABAg,Raidion,1 year ago,1534946575175,You just salty that Muricas better then your country,3,true,2,,,,,,
,,,,,,,,Ugz94mV_LuKzNroNl894AaABAg.8e-Gs4VJ5OL8kbqnCP9FLJ,The PinCushionMan,11 months ago,1537624975505,Raidion America will wipe you and Isreal off the map. The Goyim know.,0
,,,,,,,,Ugz94mV_LuKzNroNl894AaABAg.8e-Gs4VJ5OL8keGE4a9FQR,Kyoshi Hun,11 months ago,1537624975514,This comment lol. The nation of fucktards,0
UgyUkhrBXAaNJBFr1lV4AaABAg,Icse Exam,1 year ago,1534946576435,F**ck that he never killed any1 y hv no proof beach,1,false,0,,,,,,
Ugzi_pXGh0zerK60kqF4AaABAg,rajdip de,1 year ago,1534946576437,U have shown indian army chief in 2:38..,0,false,0,,,,,,
UgwQ89jQJklJtZGPWqR4AaABAg,Staris Unknown - Owner,1 year ago,1534946576439,why would you drop the body into the ocean,0,false,0,,,,,,
UgzEDPFgiPIoLdptA8Z4AaABAg,William Howard,1 year ago,1534946576440,"Golden rule :
Believe none of what you hear 
And half of what you see",39,true,3,,,,,,
,,,,,,,,UgzEDPFgiPIoLdptA8Z4AaABAg.8dtdqdRbh5O8tZotaYHtg8,chris someone,4 months ago,1555941776762,Mobster,0
,,,,,,,,UgzEDPFgiPIoLdptA8Z4AaABAg.8dtdqdRbh5O8t_A3cyM6Eu,Nikhil Stephen,4 months ago,1555941776763,Facts,0
,,,,,,,,UgzEDPFgiPIoLdptA8Z4AaABAg.8dtdqdRbh5O8wvwnMLdp3y,Kota Blackburn,1 month ago,1563804176765,So I shouldn't believe anything in this video?,0
UgxHqKqi7VyI2zfV81t4AaABAg,CrisDanny Viera,1 year ago,1534946576443,And I ducking glad he dead,1,false,0,,,,,,
UgxcMLn5t0z-hCRK0XF4AaABAg,Golden Alois Hitler,1 year ago,1534946576445,It’s been 208,0,false,0,,,,,,
